predicted RF,small AMDP planner time,small AMDP std dev,small No heuristic AMDP planner,small base std dev,large AMDP planner time,large AMDP std dev,large No heuristic AMDP planner,large base std dev
L0 agentInRoom agent0 room2 blockInRoom block0 room1,1820.013,51.80586935,662.12,26.40716057,19809.485,710.3347017,19088.493,682.9059165
L0 agentInRoom agent0 room1 blockInRoom block0 room2,3894.834,57.05827863,2148.347,33.8290023,177063.69,2153.295619,174486.4975,2063.466867
L1 agentInRegion agent0 room1 blockInRegion block0 room2,360.2855701,6.280283973,2148.347,33.8290023,325.4853683,6.767560679,174486.4975,2063.466867
L0 agentInRoom agent0 room2 blockInRoom block0 room1,1820.013,51.80586935,662.12,26.40716057,19809.485,710.3347017,19088.493,682.9059165
L0 agentInRoom agent0 room2 blockInRoom block0 room1,1820.013,51.80586935,662.12,26.40716057,19809.485,710.3347017,19088.493,682.9059165
L0 agentInRoom agent0 room2 blockInRoom block0 room1,1820.013,51.80586935,662.12,26.40716057,19809.485,710.3347017,19088.493,682.9059165
L0 blockInRoom block0 room2,471.559,7.895875285,818.259,15.25069447,502.73,10.54141077,40575.478,748.739613
L0 agentInRoom agent0 room2 blockInRoom block0 room1,1820.013,51.80586935,662.12,26.40716057,19809.485,710.3347017,19088.493,682.9059165
L0 agentInRoom agent0 room2 blockInRoom block0 room1,1820.013,51.80586935,662.12,26.40716057,19809.485,710.3347017,19088.493,682.9059165
L0 agentInRoom agent0 room2 blockInRoom block0 room1,1820.013,51.80586935,662.12,26.40716057,19809.485,710.3347017,19088.493,682.9059165
L0 agentInRoom agent0 room2 blockInRoom block0 room1,1820.013,51.80586935,662.12,26.40716057,19809.485,710.3347017,19088.493,682.9059165
L0 agentInRoom agent0 room2 blockInRoom block0 room1,1820.013,51.80586935,662.12,26.40716057,19809.485,710.3347017,19088.493,682.9059165
L0 agentInRoom agent0 room2 blockInRoom block0 room1,1820.013,51.80586935,662.12,26.40716057,19809.485,710.3347017,19088.493,682.9059165
L0 blockInRoom block0 room2,471.559,7.895875285,818.259,15.25069447,502.73,10.54141077,40575.478,748.739613
L0 agentInRoom agent0 room0,103.273,1.323224271,101.509,2.046614258,34.124,0.3526763729,245.087,4.883113702
L0 agentInRoom agent0 room0,103.273,1.323224271,101.509,2.046614258,34.124,0.3526763729,245.087,4.883113702
L0 agentInRoom agent0 room0,103.273,1.323224271,101.509,2.046614258,34.124,0.3526763729,245.087,4.883113702
L0 agentInRoom agent0 room0,103.273,1.323224271,101.509,2.046614258,34.124,0.3526763729,245.087,4.883113702
L0 agentInRoom agent0 room0,103.273,1.323224271,101.509,2.046614258,34.124,0.3526763729,245.087,4.883113702
L0 agentInRoom agent0 room0,103.273,1.323224271,101.509,2.046614258,34.124,0.3526763729,245.087,4.883113702
L0 goNorth
L0 agentInRoom agent0 room0,103.273,1.323224271,101.509,2.046614258,34.124,0.3526763729,245.087,4.883113702
L0 agentInRoom agent0 room0,103.273,1.323224271,101.509,2.046614258,34.124,0.3526763729,245.087,4.883113702
L0 agentInRoom agent0 room0,103.273,1.323224271,101.509,2.046614258,34.124,0.3526763729,245.087,4.883113702
L0 agentInRoom agent0 room1,395.22,4.660850523,162.541,4.423416363,385.285,5.668421277,540.894,9.745982494
L0 agentInRoom agent0 room0,103.273,1.323224271,101.509,2.046614258,34.124,0.3526763729,245.087,4.883113702
L0 agentInRoom agent0 room0,103.273,1.323224271,101.509,2.046614258,34.124,0.3526763729,245.087,4.883113702
L0 agentInRoom agent0 room0,103.273,1.323224271,101.509,2.046614258,34.124,0.3526763729,245.087,4.883113702
L0 agentInRoom agent0 room0,103.273,1.323224271,101.509,2.046614258,34.124,0.3526763729,245.087,4.883113702
L0 agentInRoom agent0 room0,103.273,1.323224271,101.509,2.046614258,34.124,0.3526763729,245.087,4.883113702
L0 agentInRoom agent0 room0,103.273,1.323224271,101.509,2.046614258,34.124,0.3526763729,245.087,4.883113702
L0 agentInRoom agent0 room0,103.273,1.323224271,101.509,2.046614258,34.124,0.3526763729,245.087,4.883113702
L0 agentInRoom agent0 room0,103.273,1.323224271,101.509,2.046614258,34.124,0.3526763729,245.087,4.883113702
L0 agentInRoom agent0 room0,103.273,1.323224271,101.509,2.046614258,34.124,0.3526763729,245.087,4.883113702
L0 agentInRoom agent0 room0,103.273,1.323224271,101.509,2.046614258,34.124,0.3526763729,245.087,4.883113702
L0 agentInRoom agent0 room0,103.273,1.323224271,101.509,2.046614258,34.124,0.3526763729,245.087,4.883113702
L0 agentInRoom agent0 room0,103.273,1.323224271,101.509,2.046614258,34.124,0.3526763729,245.087,4.883113702
L0 agentInRoom agent0 room0,103.273,1.323224271,101.509,2.046614258,34.124,0.3526763729,245.087,4.883113702
L0 agentInRoom agent0 room0,103.273,1.323224271,101.509,2.046614258,34.124,0.3526763729,245.087,4.883113702
L0 agentInRoom agent0 room0,103.273,1.323224271,101.509,2.046614258,34.124,0.3526763729,245.087,4.883113702
L0 agentInRoom agent0 room0,103.273,1.323224271,101.509,2.046614258,34.124,0.3526763729,245.087,4.883113702
L0 agentInRoom agent0 room0,103.273,1.323224271,101.509,2.046614258,34.124,0.3526763729,245.087,4.883113702
L0 agentInRoom agent0 room0,103.273,1.323224271,101.509,2.046614258,34.124,0.3526763729,245.087,4.883113702
L0 agentInRoom agent0 room0,103.273,1.323224271,101.509,2.046614258,34.124,0.3526763729,245.087,4.883113702
L0 agentInRoom agent0 room0,103.273,1.323224271,101.509,2.046614258,34.124,0.3526763729,245.087,4.883113702
L0 agentInRoom agent0 room0,103.273,1.323224271,101.509,2.046614258,34.124,0.3526763729,245.087,4.883113702
L0 agentInRoom agent0 room0,103.273,1.323224271,101.509,2.046614258,34.124,0.3526763729,245.087,4.883113702
L0 agentInRoom agent0 room0,103.273,1.323224271,101.509,2.046614258,34.124,0.3526763729,245.087,4.883113702
L0 agentInRoom agent0 room0,103.273,1.323224271,101.509,2.046614258,34.124,0.3526763729,245.087,4.883113702
L0 agentInRoom agent0 room0,103.273,1.323224271,101.509,2.046614258,34.124,0.3526763729,245.087,4.883113702
L0 agentInRoom agent0 room0,103.273,1.323224271,101.509,2.046614258,34.124,0.3526763729,245.087,4.883113702
L0 agentInRoom agent0 room0,103.273,1.323224271,101.509,2.046614258,34.124,0.3526763729,245.087,4.883113702
L0 goEast
L0 agentInRoom agent0 room0,103.273,1.323224271,101.509,2.046614258,34.124,0.3526763729,245.087,4.883113702
L0 agentInRoom agent0 room0,103.273,1.323224271,101.509,2.046614258,34.124,0.3526763729,245.087,4.883113702
L0 agentInRoom agent0 room0,103.273,1.323224271,101.509,2.046614258,34.124,0.3526763729,245.087,4.883113702
L0 agentInRoom agent0 room0,103.273,1.323224271,101.509,2.046614258,34.124,0.3526763729,245.087,4.883113702
L0 agentInRoom agent0 room0,103.273,1.323224271,101.509,2.046614258,34.124,0.3526763729,245.087,4.883113702
L0 agentInRoom agent0 room0,103.273,1.323224271,101.509,2.046614258,34.124,0.3526763729,245.087,4.883113702
L0 agentInRoom agent0 room0,103.273,1.323224271,101.509,2.046614258,34.124,0.3526763729,245.087,4.883113702
L0 agentInRoom agent0 room0,103.273,1.323224271,101.509,2.046614258,34.124,0.3526763729,245.087,4.883113702
L0 agentInRoom agent0 room0,103.273,1.323224271,101.509,2.046614258,34.124,0.3526763729,245.087,4.883113702
L0 agentInRoom agent0 room0,103.273,1.323224271,101.509,2.046614258,34.124,0.3526763729,245.087,4.883113702
L0 blockInRoom block0 room2,471.559,7.895875285,818.259,15.25069447,502.73,10.54141077,40575.478,748.739613
L0 blockInRoom block0 room2,471.559,7.895875285,818.259,15.25069447,502.73,10.54141077,40575.478,748.739613
L0 blockInRoom block0 room2,471.559,7.895875285,818.259,15.25069447,502.73,10.54141077,40575.478,748.739613
L0 blockInRoom block0 room2,471.559,7.895875285,818.259,15.25069447,502.73,10.54141077,40575.478,748.739613
L0 agentInRoom agent0 room1 blockInRoom block0 room2,3894.834,57.05827863,2148.347,33.8290023,177063.69,2153.295619,174486.4975,2063.466867
L0 blockInRoom block0 room2,471.559,7.895875285,818.259,15.25069447,502.73,10.54141077,40575.478,748.739613
L0 blockInRoom block0 room2,471.559,7.895875285,818.259,15.25069447,502.73,10.54141077,40575.478,748.739613
L0 blockInRoom block0 room2,471.559,7.895875285,818.259,15.25069447,502.73,10.54141077,40575.478,748.739613
L0 blockInRoom block0 room2,471.559,7.895875285,818.259,15.25069447,502.73,10.54141077,40575.478,748.739613
L0 blockInRoom block0 room2,471.559,7.895875285,818.259,15.25069447,502.73,10.54141077,40575.478,748.739613
L0 agentInRoom agent0 room1,395.22,4.660850523,162.541,4.423416363,385.285,5.668421277,540.894,9.745982494
L0 blockInRoom block0 room2,471.559,7.895875285,818.259,15.25069447,502.73,10.54141077,40575.478,748.739613
L0 blockInRoom block0 room2,471.559,7.895875285,818.259,15.25069447,502.73,10.54141077,40575.478,748.739613
L0 blockInRoom block0 room2,471.559,7.895875285,818.259,15.25069447,502.73,10.54141077,40575.478,748.739613
L0 blockInRoom block0 room2,471.559,7.895875285,818.259,15.25069447,502.73,10.54141077,40575.478,748.739613
L0 blockInRoom block0 room2,471.559,7.895875285,818.259,15.25069447,502.73,10.54141077,40575.478,748.739613
L0 blockInRoom block0 room2,471.559,7.895875285,818.259,15.25069447,502.73,10.54141077,40575.478,748.739613
L0 blockInRoom block0 room2,471.559,7.895875285,818.259,15.25069447,502.73,10.54141077,40575.478,748.739613
L0 agentInRoom agent0 room1 blockInRoom block0 room2,3894.834,57.05827863,2148.347,33.8290023,177063.69,2153.295619,174486.4975,2063.466867
L1 blockInRegion block0 room2,181.573,10.39053755,818.259,15.25069447,113.609,2.817598999,40575.478,748.739613
L0 agentInRoom agent0 room1,395.22,4.660850523,162.541,4.423416363,385.285,5.668421277,540.894,9.745982494
L0 blockInRoom block0 room2,471.559,7.895875285,818.259,15.25069447,502.73,10.54141077,40575.478,748.739613
L0 blockInRoom block0 room2,471.559,7.895875285,818.259,15.25069447,502.73,10.54141077,40575.478,748.739613
L0 blockInRoom block0 room2,471.559,7.895875285,818.259,15.25069447,502.73,10.54141077,40575.478,748.739613
L0 blockInRoom block0 room2,471.559,7.895875285,818.259,15.25069447,502.73,10.54141077,40575.478,748.739613
L0 blockInRoom block0 room2,471.559,7.895875285,818.259,15.25069447,502.73,10.54141077,40575.478,748.739613
L0 blockInRoom block0 room2,471.559,7.895875285,818.259,15.25069447,502.73,10.54141077,40575.478,748.739613
L0 blockInRoom block0 room2,471.559,7.895875285,818.259,15.25069447,502.73,10.54141077,40575.478,748.739613
L0 blockInRoom block0 room2,471.559,7.895875285,818.259,15.25069447,502.73,10.54141077,40575.478,748.739613
L0 blockInRoom block0 room2,471.559,7.895875285,818.259,15.25069447,502.73,10.54141077,40575.478,748.739613
L0 agentInRoom agent0 room1,395.22,4.660850523,162.541,4.423416363,385.285,5.668421277,540.894,9.745982494
L0 blockInRoom block0 room2,471.559,7.895875285,818.259,15.25069447,502.73,10.54141077,40575.478,748.739613
L0 blockInRoom block0 room2,471.559,7.895875285,818.259,15.25069447,502.73,10.54141077,40575.478,748.739613
L0 blockInRoom block0 room2,471.559,7.895875285,818.259,15.25069447,502.73,10.54141077,40575.478,748.739613
L0 blockInRoom block0 room2,471.559,7.895875285,818.259,15.25069447,502.73,10.54141077,40575.478,748.739613
L2 blockInRegion block0 room2,81.871,3.464661651,818.259,15.25069447,62.577,1.423846224,40575.478,748.739613
L0 blockInRoom block0 room2,471.559,7.895875285,818.259,15.25069447,502.73,10.54141077,40575.478,748.739613
L0 blockInRoom block0 room2,471.559,7.895875285,818.259,15.25069447,502.73,10.54141077,40575.478,748.739613
L0 goNorth
L2 agentInRegion agent0 room1 blockInRegion block0 room2,103.776971,1.981854834,2148.347,33.8290023,113.9014523,2.888382912,174486.4975,2063.466867
L0 blockInRoom block0 room2,471.559,7.895875285,818.259,15.25069447,502.73,10.54141077,40575.478,748.739613
L0 blockInRoom block0 room2,471.559,7.895875285,818.259,15.25069447,502.73,10.54141077,40575.478,748.739613
L0 blockInRoom block0 room2,471.559,7.895875285,818.259,15.25069447,502.73,10.54141077,40575.478,748.739613
L0 blockInRoom block0 room2,471.559,7.895875285,818.259,15.25069447,502.73,10.54141077,40575.478,748.739613
L0 blockInRoom block0 room2,471.559,7.895875285,818.259,15.25069447,502.73,10.54141077,40575.478,748.739613
L0 blockInRoom block0 room2,471.559,7.895875285,818.259,15.25069447,502.73,10.54141077,40575.478,748.739613
L0 blockInRoom block0 room2,471.559,7.895875285,818.259,15.25069447,502.73,10.54141077,40575.478,748.739613
L0 agentInRoom agent0 room1,395.22,4.660850523,162.541,4.423416363,385.285,5.668421277,540.894,9.745982494
L0 blockInRoom block0 room2,471.559,7.895875285,818.259,15.25069447,502.73,10.54141077,40575.478,748.739613
L0 agentInRoom agent0 room1 blockInRoom block0 room2,3894.834,57.05827863,2148.347,33.8290023,177063.69,2153.295619,174486.4975,2063.466867
L0 agentInRoom agent0 room1 blockInRoom block0 room2,3894.834,57.05827863,2148.347,33.8290023,177063.69,2153.295619,174486.4975,2063.466867
L0 agentInRoom agent0 room1 blockInRoom block0 room2,3894.834,57.05827863,2148.347,33.8290023,177063.69,2153.295619,174486.4975,2063.466867
L0 agentInRoom agent0 room1 blockInRoom block0 room2,3894.834,57.05827863,2148.347,33.8290023,177063.69,2153.295619,174486.4975,2063.466867
L0 agentInRoom agent0 room1 blockInRoom block0 room2,3894.834,57.05827863,2148.347,33.8290023,177063.69,2153.295619,174486.4975,2063.466867
L0 blockInRoom block0 room2,471.559,7.895875285,818.259,15.25069447,502.73,10.54141077,40575.478,748.739613
L0 blockInRoom block0 room2,471.559,7.895875285,818.259,15.25069447,502.73,10.54141077,40575.478,748.739613
L0 agentInRoom agent0 room1 blockInRoom block0 room2,3894.834,57.05827863,2148.347,33.8290023,177063.69,2153.295619,174486.4975,2063.466867
L0 agentInRoom agent0 room1 blockInRoom block0 room2,3894.834,57.05827863,2148.347,33.8290023,177063.69,2153.295619,174486.4975,2063.466867
L0 agentInRoom agent0 room1 blockInRoom block0 room2,3894.834,57.05827863,2148.347,33.8290023,177063.69,2153.295619,174486.4975,2063.466867
L0 agentInRoom agent0 room1 blockInRoom block0 room2,3894.834,57.05827863,2148.347,33.8290023,177063.69,2153.295619,174486.4975,2063.466867
L0 agentInRoom agent0 room1 blockInRoom block0 room2,3894.834,57.05827863,2148.347,33.8290023,177063.69,2153.295619,174486.4975,2063.466867
L0 agentInRoom agent0 room1 blockInRoom block0 room2,3894.834,57.05827863,2148.347,33.8290023,177063.69,2153.295619,174486.4975,2063.466867
L0 blockInRoom block0 room2,471.559,7.895875285,818.259,15.25069447,502.73,10.54141077,40575.478,748.739613
L0 agentInRoom agent0 room1 blockInRoom block0 room2,3894.834,57.05827863,2148.347,33.8290023,177063.69,2153.295619,174486.4975,2063.466867
L0 agentInRoom agent0 room1 blockInRoom block0 room2,3894.834,57.05827863,2148.347,33.8290023,177063.69,2153.295619,174486.4975,2063.466867
L0 agentInRoom agent0 room1 blockInRoom block0 room2,3894.834,57.05827863,2148.347,33.8290023,177063.69,2153.295619,174486.4975,2063.466867
L0 agentInRoom agent0 room1 blockInRoom block0 room2,3894.834,57.05827863,2148.347,33.8290023,177063.69,2153.295619,174486.4975,2063.466867
L0 agentInRoom agent0 room1 blockInRoom block0 room2,3894.834,57.05827863,2148.347,33.8290023,177063.69,2153.295619,174486.4975,2063.466867
L1 agentInRegion agent0 room1 blockInRegion block0 room2,360.2855701,6.280283973,2148.347,33.8290023,325.4853683,6.767560679,174486.4975,2063.466867
L0 agentInRoom agent0 room1 blockInRoom block0 room2,3894.834,57.05827863,2148.347,33.8290023,177063.69,2153.295619,174486.4975,2063.466867
L0 agentInRoom agent0 room1 blockInRoom block0 room2,3894.834,57.05827863,2148.347,33.8290023,177063.69,2153.295619,174486.4975,2063.466867
L0 agentInRoom agent0 room1 blockInRoom block0 room2,3894.834,57.05827863,2148.347,33.8290023,177063.69,2153.295619,174486.4975,2063.466867
L0 agentInRoom agent0 room1 blockInRoom block0 room2,3894.834,57.05827863,2148.347,33.8290023,177063.69,2153.295619,174486.4975,2063.466867
L0 agentInRoom agent0 room1 blockInRoom block0 room2,3894.834,57.05827863,2148.347,33.8290023,177063.69,2153.295619,174486.4975,2063.466867
L0 agentInRoom agent0 room1 blockInRoom block0 room2,3894.834,57.05827863,2148.347,33.8290023,177063.69,2153.295619,174486.4975,2063.466867
L0 agentInRoom agent0 room1 blockInRoom block0 room2,3894.834,57.05827863,2148.347,33.8290023,177063.69,2153.295619,174486.4975,2063.466867
L0 agentInRoom agent0 room1 blockInRoom block0 room2,3894.834,57.05827863,2148.347,33.8290023,177063.69,2153.295619,174486.4975,2063.466867
L0 agentInRoom agent0 room1 blockInRoom block0 room2,3894.834,57.05827863,2148.347,33.8290023,177063.69,2153.295619,174486.4975,2063.466867
L0 agentInRoom agent0 room1 blockInRoom block0 room2,3894.834,57.05827863,2148.347,33.8290023,177063.69,2153.295619,174486.4975,2063.466867
L0 agentInRoom agent0 room1 blockInRoom block0 room2,3894.834,57.05827863,2148.347,33.8290023,177063.69,2153.295619,174486.4975,2063.466867
L0 agentInRoom agent0 room1 blockInRoom block0 room2,3894.834,57.05827863,2148.347,33.8290023,177063.69,2153.295619,174486.4975,2063.466867
L0 agentInRoom agent0 room1 blockInRoom block0 room2,3894.834,57.05827863,2148.347,33.8290023,177063.69,2153.295619,174486.4975,2063.466867
L0 agentInRoom agent0 room1 blockInRoom block0 room2,3894.834,57.05827863,2148.347,33.8290023,177063.69,2153.295619,174486.4975,2063.466867
L0 agentInRoom agent0 room1 blockInRoom block0 room2,3894.834,57.05827863,2148.347,33.8290023,177063.69,2153.295619,174486.4975,2063.466867
L2 agentInRegion agent0 room1 blockInRegion block0 room2,103.776971,1.981854834,2148.347,33.8290023,113.9014523,2.888382912,174486.4975,2063.466867
L0 agentInRoom agent0 room1 blockInRoom block0 room2,3894.834,57.05827863,2148.347,33.8290023,177063.69,2153.295619,174486.4975,2063.466867
L0 agentInRoom agent0 room1 blockInRoom block0 room2,3894.834,57.05827863,2148.347,33.8290023,177063.69,2153.295619,174486.4975,2063.466867
L0 agentInRoom agent0 room0,103.273,1.323224271,101.509,2.046614258,34.124,0.3526763729,245.087,4.883113702
L0 agentInRoom agent0 room1 blockInRoom block0 room2,3894.834,57.05827863,2148.347,33.8290023,177063.69,2153.295619,174486.4975,2063.466867
L0 agentInRoom agent0 room1 blockInRoom block0 room2,3894.834,57.05827863,2148.347,33.8290023,177063.69,2153.295619,174486.4975,2063.466867
L0 agentInRoom agent0 room1 blockInRoom block0 room2,3894.834,57.05827863,2148.347,33.8290023,177063.69,2153.295619,174486.4975,2063.466867
L0 agentInRoom agent0 room1 blockInRoom block0 room2,3894.834,57.05827863,2148.347,33.8290023,177063.69,2153.295619,174486.4975,2063.466867
L0 agentInRoom agent0 room1 blockInRoom block0 room2,3894.834,57.05827863,2148.347,33.8290023,177063.69,2153.295619,174486.4975,2063.466867
L0 agentInRoom agent0 room1 blockInRoom block0 room2,3894.834,57.05827863,2148.347,33.8290023,177063.69,2153.295619,174486.4975,2063.466867
L0 agentInRoom agent0 room1 blockInRoom block0 room2,3894.834,57.05827863,2148.347,33.8290023,177063.69,2153.295619,174486.4975,2063.466867
L0 agentInRoom agent0 room1 blockInRoom block0 room2,3894.834,57.05827863,2148.347,33.8290023,177063.69,2153.295619,174486.4975,2063.466867
L0 blockInRoom block0 room2,471.559,7.895875285,818.259,15.25069447,502.73,10.54141077,40575.478,748.739613
L0 agentInRoom agent0 room1 blockInRoom block0 room2,3894.834,57.05827863,2148.347,33.8290023,177063.69,2153.295619,174486.4975,2063.466867
L0 agentInRoom agent0 room0,103.273,1.323224271,101.509,2.046614258,34.124,0.3526763729,245.087,4.883113702
L0 agentInRoom agent0 room0,103.273,1.323224271,101.509,2.046614258,34.124,0.3526763729,245.087,4.883113702
L0 agentInRoom agent0 room0,103.273,1.323224271,101.509,2.046614258,34.124,0.3526763729,245.087,4.883113702
L0 agentInRoom agent0 room0,103.273,1.323224271,101.509,2.046614258,34.124,0.3526763729,245.087,4.883113702
L0 agentInRoom agent0 room0,103.273,1.323224271,101.509,2.046614258,34.124,0.3526763729,245.087,4.883113702
L0 agentInRoom agent0 room0,103.273,1.323224271,101.509,2.046614258,34.124,0.3526763729,245.087,4.883113702
L0 agentInRoom agent0 room0,103.273,1.323224271,101.509,2.046614258,34.124,0.3526763729,245.087,4.883113702
L0 agentInRoom agent0 room0,103.273,1.323224271,101.509,2.046614258,34.124,0.3526763729,245.087,4.883113702
L0 agentInRoom agent0 room0,103.273,1.323224271,101.509,2.046614258,34.124,0.3526763729,245.087,4.883113702
L0 agentInRoom agent0 room0,103.273,1.323224271,101.509,2.046614258,34.124,0.3526763729,245.087,4.883113702
L0 agentInRoom agent0 room0,103.273,1.323224271,101.509,2.046614258,34.124,0.3526763729,245.087,4.883113702
L0 agentInRoom agent0 room0,103.273,1.323224271,101.509,2.046614258,34.124,0.3526763729,245.087,4.883113702
L0 goSouth
L0 agentInRoom agent0 room0,103.273,1.323224271,101.509,2.046614258,34.124,0.3526763729,245.087,4.883113702
L0 agentInRoom agent0 room0,103.273,1.323224271,101.509,2.046614258,34.124,0.3526763729,245.087,4.883113702
L0 agentInRoom agent0 room0,103.273,1.323224271,101.509,2.046614258,34.124,0.3526763729,245.087,4.883113702
L0 agentInRoom agent0 room0,103.273,1.323224271,101.509,2.046614258,34.124,0.3526763729,245.087,4.883113702
L0 agentInRoom agent0 room0,103.273,1.323224271,101.509,2.046614258,34.124,0.3526763729,245.087,4.883113702
L0 agentInRoom agent0 room0,103.273,1.323224271,101.509,2.046614258,34.124,0.3526763729,245.087,4.883113702
L0 agentInRoom agent0 room0,103.273,1.323224271,101.509,2.046614258,34.124,0.3526763729,245.087,4.883113702
L0 agentInRoom agent0 room0,103.273,1.323224271,101.509,2.046614258,34.124,0.3526763729,245.087,4.883113702
L0 agentInRoom agent0 room0,103.273,1.323224271,101.509,2.046614258,34.124,0.3526763729,245.087,4.883113702
L0 agentInRoom agent0 room0,103.273,1.323224271,101.509,2.046614258,34.124,0.3526763729,245.087,4.883113702
L0 agentInRoom agent0 room0,103.273,1.323224271,101.509,2.046614258,34.124,0.3526763729,245.087,4.883113702
L0 agentInRoom agent0 room0,103.273,1.323224271,101.509,2.046614258,34.124,0.3526763729,245.087,4.883113702
L0 agentInRoom agent0 room0,103.273,1.323224271,101.509,2.046614258,34.124,0.3526763729,245.087,4.883113702
L0 agentInRoom agent0 room0,103.273,1.323224271,101.509,2.046614258,34.124,0.3526763729,245.087,4.883113702
L0 agentInRoom agent0 room0,103.273,1.323224271,101.509,2.046614258,34.124,0.3526763729,245.087,4.883113702
L0 agentInRoom agent0 room0,103.273,1.323224271,101.509,2.046614258,34.124,0.3526763729,245.087,4.883113702
L0 agentInRoom agent0 room0,103.273,1.323224271,101.509,2.046614258,34.124,0.3526763729,245.087,4.883113702
L0 agentInRoom agent0 room0,103.273,1.323224271,101.509,2.046614258,34.124,0.3526763729,245.087,4.883113702
L0 agentInRoom agent0 room0,103.273,1.323224271,101.509,2.046614258,34.124,0.3526763729,245.087,4.883113702
L0 agentInRoom agent0 room0,103.273,1.323224271,101.509,2.046614258,34.124,0.3526763729,245.087,4.883113702
L0 agentInRoom agent0 room0,103.273,1.323224271,101.509,2.046614258,34.124,0.3526763729,245.087,4.883113702
L0 agentInRoom agent0 room0,103.273,1.323224271,101.509,2.046614258,34.124,0.3526763729,245.087,4.883113702
L0 agentInRoom agent0 room0,103.273,1.323224271,101.509,2.046614258,34.124,0.3526763729,245.087,4.883113702
L0 agentInRoom agent0 room0,103.273,1.323224271,101.509,2.046614258,34.124,0.3526763729,245.087,4.883113702
L0 agentInRoom agent0 room0,103.273,1.323224271,101.509,2.046614258,34.124,0.3526763729,245.087,4.883113702
L0 agentInRoom agent0 room0,103.273,1.323224271,101.509,2.046614258,34.124,0.3526763729,245.087,4.883113702
L0 agentInRoom agent0 room0,103.273,1.323224271,101.509,2.046614258,34.124,0.3526763729,245.087,4.883113702
L0 agentInRoom agent0 room0,103.273,1.323224271,101.509,2.046614258,34.124,0.3526763729,245.087,4.883113702
L0 agentInRoom agent0 room0,103.273,1.323224271,101.509,2.046614258,34.124,0.3526763729,245.087,4.883113702
L0 agentInRoom agent0 room0,103.273,1.323224271,101.509,2.046614258,34.124,0.3526763729,245.087,4.883113702
L0 agentInRoom agent0 room0,103.273,1.323224271,101.509,2.046614258,34.124,0.3526763729,245.087,4.883113702
L0 agentInRoom agent0 room0,103.273,1.323224271,101.509,2.046614258,34.124,0.3526763729,245.087,4.883113702
L0 agentInRoom agent0 room0,103.273,1.323224271,101.509,2.046614258,34.124,0.3526763729,245.087,4.883113702
L0 agentInRoom agent0 room0,103.273,1.323224271,101.509,2.046614258,34.124,0.3526763729,245.087,4.883113702
L0 agentInRoom agent0 room0,103.273,1.323224271,101.509,2.046614258,34.124,0.3526763729,245.087,4.883113702
L0 agentInRoom agent0 room0,103.273,1.323224271,101.509,2.046614258,34.124,0.3526763729,245.087,4.883113702
L0 agentInRoom agent0 room0,103.273,1.323224271,101.509,2.046614258,34.124,0.3526763729,245.087,4.883113702
L0 blockInRoom block0 room2,471.559,7.895875285,818.259,15.25069447,502.73,10.54141077,40575.478,748.739613
L0 blockInRoom block0 room2,471.559,7.895875285,818.259,15.25069447,502.73,10.54141077,40575.478,748.739613
L0 blockInRoom block0 room2,471.559,7.895875285,818.259,15.25069447,502.73,10.54141077,40575.478,748.739613
L0 blockInRoom block0 room2,471.559,7.895875285,818.259,15.25069447,502.73,10.54141077,40575.478,748.739613
L0 blockInRoom block0 room2,471.559,7.895875285,818.259,15.25069447,502.73,10.54141077,40575.478,748.739613
L0 agentInRoom agent0 room1 blockInRoom block0 room2,3894.834,57.05827863,2148.347,33.8290023,177063.69,2153.295619,174486.4975,2063.466867
L0 blockInRoom block0 room2,471.559,7.895875285,818.259,15.25069447,502.73,10.54141077,40575.478,748.739613
L0 blockInRoom block0 room2,471.559,7.895875285,818.259,15.25069447,502.73,10.54141077,40575.478,748.739613
L0 blockInRoom block0 room2,471.559,7.895875285,818.259,15.25069447,502.73,10.54141077,40575.478,748.739613
L0 blockInRoom block0 room2,471.559,7.895875285,818.259,15.25069447,502.73,10.54141077,40575.478,748.739613
L0 blockInRoom block0 room2,471.559,7.895875285,818.259,15.25069447,502.73,10.54141077,40575.478,748.739613
L0 blockInRoom block0 room2,471.559,7.895875285,818.259,15.25069447,502.73,10.54141077,40575.478,748.739613
L0 agentInRoom agent0 room1,395.22,4.660850523,162.541,4.423416363,385.285,5.668421277,540.894,9.745982494
L0 blockInRoom block0 room2,471.559,7.895875285,818.259,15.25069447,502.73,10.54141077,40575.478,748.739613
L0 blockInRoom block0 room2,471.559,7.895875285,818.259,15.25069447,502.73,10.54141077,40575.478,748.739613
L0 blockInRoom block0 room2,471.559,7.895875285,818.259,15.25069447,502.73,10.54141077,40575.478,748.739613
L0 blockInRoom block0 room2,471.559,7.895875285,818.259,15.25069447,502.73,10.54141077,40575.478,748.739613
L0 blockInRoom block0 room2,471.559,7.895875285,818.259,15.25069447,502.73,10.54141077,40575.478,748.739613
L0 blockInRoom block0 room2,471.559,7.895875285,818.259,15.25069447,502.73,10.54141077,40575.478,748.739613
L0 blockInRoom block0 room2,471.559,7.895875285,818.259,15.25069447,502.73,10.54141077,40575.478,748.739613
L0 blockInRoom block0 room2,471.559,7.895875285,818.259,15.25069447,502.73,10.54141077,40575.478,748.739613
L0 blockInRoom block0 room2,471.559,7.895875285,818.259,15.25069447,502.73,10.54141077,40575.478,748.739613
